"Metric","Live It Out","Last Gang","As the album starts out, atmospheric instrumentation and a simple guitar line lay the backdrop for Emily's pouty and wonderful voice to make their entrance. As she sings, ""We couldn't see what was coming"" the album bursts forth with more energy than any of the band's previous output contained, and you know that the album is going to be something special. The first track sets the tone for the entire album. Crunchy guitars,  with layered synths and pounding rhythms. The band's new record is much louder than anything before, and the feeling of urgency has been taking up a few notches. It moves into Glass Ceiling which begins with guitar amp fuzz and rolls into an opening ultra-distorto guitar riff and there's no room to debate. Metric's new album is one of the best of the year. They've moved away from the electro-pop base that got them to where they are now, but the move has been solely progressive, as the songs are still Metric through and through. As a bit of trivia, Emily also lends her talented voice to many a Broken Social Scene song.","","","3.7.1.6.10.5"
"10 In the Swear Jar","Accordion Solo!","Asian Man","The life span of Ten In The Swear Jar was about exactly one year, spanning from July 1999 - July 2000.  The offspring of IBOPA and the parent of XIU XIU, it'sno surprise that it features Jamie Stewart and Cory McCulloch in its lineup,alongwith Don Dias, Tim Kirby, and Kurt Stumbaugh.  ""Accordion Solo!"" isbasically a big gumbo soup of XITSJ's songs off of their debut ""My Very PrivateMap"", subsequent EP ""Inside the Computer Are All of My Feelings"", and unreleased ""Eat Death Orphans!"". This is a great album for all of those Xiu Xiu fans who want to experience the roots of the band's current style (although it doesn't satisfy those IBOPA fans hoping to hear the ska stuff).  The album features the subtle but potentially and then actually explosive climaxes and underlying intensity that characterizes much of Jamie's notorious lyrical/vocal style which in turn characterizes much of Xiu Xiu's unique musical personality.","","","8.11.15.17.21"
"Nate Denver’s Neck","Prepare to Die","Anchor and Hope","Nate Denver provides listeners with an experience similar to being on drugs. His first CD release covers a driving experience ""Skull Crusher"" (6), some nice beats like ""Robo 214"" (10), and a dual between him and his stuffed animal in ""Smashopotomus"" (15). A sadistic solo grunge sound, alternating between crusty acoustic music and some voice clip/experimental sound. Track 14 isn't so much music as a deep thought monologue, but worth the listen.","","","6.10.14.15"
"Bomb, the","Indecision","Thick","The Bomb is a local Chicago punk rock band. In their third album,Jeff Pezzatti, who was the former leader of Naked Raygun, defines greatindie/punk rock. All tracks are absolutely worth a listen but number 2(Indecision) stands out as well as names the album. Same flow throughout theCD, upbeat jump-around music.","","","2.6.8.9"
"Fall, the","50,000 Fall Fans Can’t Be Wrong (DISC ONE)","Beggars Banquet","I usually hate greatest hits comp’s but this one is a fucking post-punk ace in the hole for those who can’t afford to fully explore the Fall’s (literally) dozens of albums.  Disc one covers the early years of gloriously confrontational, messy, noisy repetition that made John Peel fall in love; Disc two sees band leader Mark E. Smith venturing into the late 80’s and 90’s with enough flexibility to start sounding more like THE SUGARCUBES than the SWELL MAPS.  Personally I prefer the early stuff, but can’t knock Disc 2, where they transition to a cleaner, slicker, happier sound without sounding like sell-outs.  If I were JAMES MURPHY I’d have a man-crush too.","","","6.14.8.12.18.17.13"
"Fall, the","50,000 Fall Fans Can’t Be Wrong (DISC TWO)","Beggars Banquet","I usually hate greatest hits comp’s but this one is a fucking post-punk ace in the hole for those who can’t afford to fully explore the Fall’s (literally) dozens of albums.  Disc one covers the early years of gloriously confrontational, messy, noisy repetition that made John Peel fall in love; Disc two sees band leader Mark E. Smith venturing into the late 80’s and 90’s with enough flexibility to start sounding more like THE SUGARCUBES than the SWELL MAPS.  Personally I prefer the early stuff, but can’t knock Disc 2, where they transition to a cleaner, slicker, happier sound without sounding like sell-outs.  If I were JAMES MURPHY I’d have a man-crush too.","","","6.9.3.4.7.12.10.19.20.21"
"Teenage Fanclub","Thirteen","DGC","Roundly criticized at its time of release for not living up topost-""Bandwagonesque"" expectations, this Scottish band's follow up to thatdefining second album is actually a very solid affair in their long career.That search for the Big Sound adn anthemic grandeur iof ""Bandwagonesque""seems less important to the boys on this record.  But there are still plentyof those Big Star/Mott the Hoople moments rendered in glorious 70's AM radioguitar gems on this record to satisfy.  An incredibly underlooked record inthe band's career.","","","6.3.7.2.1.11"
"Merry-Go Round, the","Listen, Listen: The Definitive Collection","Cherry Red/Revola","Well-compiled collection of Beatlesque baroque pop songs by short-lived LAband The Merry Go Round.  The first half (tracks 1-12) is an aggregation ofof singles and material from their lone 1967 album; the second half (13-24)concentrates on solo material from frontman Emmit Rhodes' debut, ""TheAmerican Dream,"" which is more ambitious and fuller in texture (employingstrings and brass arrangements and more thoughtful, personal lyrics) thanhis previous band.  Sounds like:  Beatles, Love, The Left Banke.","","","26.20.17.18.23.12.2.6"
"Various Artists","The Ultimate Chillout","Nettwerk","Tepid collection of downtemp fluff that serves its purpose for radio - andthat is to find just that one track to fill your set.  As a collection, it'sfairly horrible, but there are a few diamonds amidst thegarbage---especially Track 2 (the full album of which we have in the WLUWlibrary, and I advise seeking out).  The Ivy and Postal Service cuts areshameful afterthoughts (seriously I know how much the kids love the PostalService, but this needless cover on track 4 really should be avoided).Personally I think a lot of the material on this collection, if played onour airwaves (Sarah MacClachlan???) , makes us sound like a prettymainstream station, so here's my two cents:  recommend 2, 5, 13, 1.  avoid:everything else  (please)","","","2.5.13.1"
"Various Artists","United States of Electronica","Mannheim","Here I thought that last Daft Punk album was the worst of their career.  Iwas wrong.  This debut album by a transparent collective that callsthemselves The United States of Electronica is actually the worst Daft Punkalbum ever recorded.  What the U.S.E. neglects to understand about theirobvious musical influence, however, is that it was not only the boundlessrhythym and intelligent dance music that Daft Punk crafted, but thetongue-in-cheek mischief with which they did it.  Despite a few catchymoments, what's left here is is a pretty cloying affair that pretends to bemore than it is.","","","12.8.10"
"Thurston Moore","Psychic Hearts","DGC","(1995) A member of the critically acclaimed art/punk rock band Sonic Youth, Moore has been involved in numerous side projects including the Dim Stars and Even Worse. His first solo album, Psychic Hearts (recorded during and immediately after his wife and Sonic Youth bassist Kim Gordon's pregnancy in 1994), with ex-Half Japanese guitarist Tim Foljahn and Sonic Youth drummer Steve Shelley, has an appropriately offhand feel but is far from sloppy. The album is saved from rock star indulgence by its well-written songs and unpretentious attitude.","","","2.7.5.9.13.14"
"Eric’s Trip","Purple Blue","Sub Pop","(1996) The Swan song from Canada’s first Sub Poppians, this album registers pretty high on the indie-meter: washed out melodies plucked softly through some waves of fierce static, and boy-girl melodies sung sweetly and snidely. The occasional bombastic drums or important piano strings seem a precursor to some of Phil Evrum’s experiments with The Microphones (who actually covered the song “Sand” off a different Eric’s Trip album). “Introduction Into The... Parts 1 To 4”is eight minutes of calm aural wandering; “Eyes Shut” is the catchiest cut off the album, with a driving guitar line and pleading vocals from Julie Doiron; Spaceship Opening is a double-time guitar solo that the band decided to back. Including both catchy classic Seattle rock and lush headphone melodies, Purple Blue would rock you to sleep if it weren’t so busy also rocking you out.","","","1"
